serial_number,model,energy_type,machine_size,machine_type,unknow_feature,average_time_between_service,avg_serv_costs,days_to_first_serv,installation_year,Accessories,Breakdown,Inspection / Maintenance,Instruction,Retrofit,Transport damages,Welding
619,E62SI,Electric,62,Single,I,76,591.9741162,186,2017,0,4,0,0,0,0,0
620,G11MH,Gas,101,Mult,H,235,27.35716409,511,2016,0,4,0,0,0,0,0
621,G62SI,Gas,62,Single,I,90,630.665864,37,2017,0,4,0,0,0,0,0
622,E11SH,Electric,101,Single,H,342,168.7166667,560,2014,0,3,0,0,0,0,0
623,E11SH,Electric,101,Single,H,250,168.16,277,2014,0,3,0,0,0,0,0
624,E11SH,Electric,101,Single,H,319,212.205,165,2014,2,3,2,0,0,0,0
625,E11SH,Electric,101,Single,H,358,268.456,41,2014,0,3,2,0,0,0,0
626,E11SH,Electric,101,Single,H,476,265.51,383,2014,0,2,3,0,0,0,0
627,E11SH,Electric,101,Single,H,479,459.9675,353,2014,0,2,3,0,0,0,0
628,E11SH,Electric,101,Single,H,357,438.326,358,2014,0,1,3,0,0,0,0
629,E11SH,Electric,101,Single,H,357,381.526,223,2014,1,3,3,0,0,0,0
630,E11SH,Electric,101,Single,H,441,761.2825,253,2014,0,2,3,0,0,0,0
631,E11SH,Electric,101,Single,H,287,629.6866667,91,2014,0,3,3,0,0,0,0
632,E11SH,Electric,101,Single,H,359,669.222,368,2014,0,3,3,0,0,0,0
633,E11SH,Electric,101,Single,H,280,612.182,56,2014,1,0,3,0,1,0,0
634,E11SH,Electric,101,Single,H,279,725.014,49,2014,1,0,3,0,0,0,0
635,E11SH,Electric,101,Single,H,533,789.7066667,364,2014,0,0,3,0,0,0,0
636,E11SH,Electric,101,Single,H,355,788.5925,366,2014,0,1,3,0,0,0,0
637,E11SH,Electric,101,Single,H,267,706.298,54,2014,0,1,3,0,0,0,0
638,E11SH,Electric,101,Single,H,278,648.166,34,2014,1,0,3,0,0,0,0
639,E11SH,Electric,101,Single,H,266,640.758,156,2014,0,1,3,0,0,0,0
640,E11SH,Electric,101,Single,H,358,788.35,366,2014,0,1,3,0,0,0,0
641,E11SH,Electric,101,Single,H,231,647.062261,13,2014,1,3,1,0,0,0,0
642,E11SH,Electric,101,Single,H,243,547.9966667,105,2014,2,2,3,0,0,0,0
643,E11SH,Electric,101,Single,H,199,543.5342857,46,2014,1,2,3,0,0,0,0
644,E11SH,Electric,101,Single,H,235,366.2416667,67,2014,1,3,1,0,1,0,0
645,E11SH,Electric,101,Single,H,261,120.7412649,865,2014,0,3,1,0,0,0,0
646,E11SH,Electric,101,Single,H,252,296.072,236,2018,0,3,2,0,0,0,0
647,E11SH,Electric,101,Single,H,213,876.3029641,365,2014,0,3,2,0,0,0,0
648,E11SH,Electric,101,Single,H,213,673.3818172,554,2014,0,3,2,0,0,0,0
649,E11SH,Electric,101,Single,H,226,1251.583064,427,2014,1,2,3,0,0,0,0
650,E11SH,Electric,101,Single,H,53,437.325,66,2017,0,3,0,0,0,0,0
651,E11SH,Electric,101,Single,H,153,328.5566667,0,2014,2,3,1,0,2,0,0
652,E11SH,Electric,101,Single,H,122,497.2944821,30,2015,2,3,3,0,2,0,0
653,E11SH,Electric,101,Single,H,153,692.8879981,0,2015,1,3,3,0,0,0,0
654,E11SH,Electric,101,Single,H,136,615.4643445,18,2015,2,3,3,0,2,0,0
655,E11SH,Electric,101,Single,H,180,383.6842857,0,2015,0,2,3,0,1,0,0
656,E11SH,Electric,101,Single,H,155,352.6825,0,2015,0,3,3,0,1,0,0
657,E11SH,Electric,101,Single,H,181,341.0112899,9,2015,0,3,2,0,1,0,0
658,E11SH,Electric,101,Single,H,217,437.2933333,0,2015,0,1,3,0,1,0,0
659,E11SH,Electric,101,Single,H,217,431.515,0,2015,0,1,3,0,1,0,0
660,E11SH,Electric,101,Single,H,164,445.54125,64,2015,2,1,3,0,1,0,0
661,E11SH,Electric,101,Single,H,36,254.9925,67,2015,0,3,0,0,0,0,0
662,E11SH,Electric,101,Single,H,163,360.125,51,2015,1,3,3,0,1,0,0
663,E11SH,Electric,101,Single,H,157,636.300201,9,2015,1,2,3,0,1,0,0
664,E11SH,Electric,101,Single,H,128,743.9087175,35,2015,2,3,3,0,1,0,0
665,E11SH,Electric,101,Single,H,181,386.1085714,0,2015,0,3,2,0,1,0,0
666,E11SH,Electric,101,Single,H,160,682.1823907,43,2015,1,1,3,0,1,0,0
667,E11SH,Electric,101,Single,H,221,593.0339954,25,2015,1,0,3,0,1,0,0
668,E11SH,Electric,101,Single,H,161,387.5325,31,2017,1,1,3,0,1,0,0
669,E11SH,Electric,101,Single,H,224,495.924,175,2015,0,2,3,0,1,0,0
670,E11SH,Electric,101,Single,H,138,437.8788889,0,2015,1,3,3,0,1,0,0
671,E11SH,Electric,101,Single,H,161,412.69,55,2015,1,3,3,0,1,0,0
672,E11SH,Electric,101,Single,H,217,603.6031219,13,2015,1,0,3,0,1,0,0
673,E11SH,Electric,101,Single,H,217,756.9383024,12,2015,1,0,3,0,1,0,0
674,E11SH,Electric,101,Single,H,235,794.0113518,174,2015,1,1,3,0,0,0,0
675,E11SH,Electric,101,Single,H,142,887.1846301,18,2015,1,2,3,0,0,0,0
676,E11SH,Electric,101,Single,H,153,897.7439208,48,2015,1,2,3,0,0,0,0
677,E11SH,Electric,101,Single,H,126,895.9692358,40,2015,1,3,3,0,0,0,0
678,E11SH,Electric,101,Single,H,134,408.8442857,27,2015,1,3,2,0,0,0,0
679,E11SH,Electric,101,Single,H,158,355.9716667,69,2015,1,3,1,0,0,0,0
680,E11SH,Electric,101,Single,H,160,363.4442857,225,2015,0,3,2,0,1,0,0
681,E11SH,Electric,101,Single,H,46,127.225,6,2017,0,3,2,0,0,0,0
682,E11SH,Electric,101,Single,H,117,337.32,6,2017,0,3,2,0,0,0,0
683,E11SH,Electric,101,Single,H,146,359.1833333,0,2016,0,3,2,0,1,0,0
684,E11SI,Electric,101,Single,I,596,89.71846893,596,2016,0,3,0,0,1,0,0
685,E11SI,Electric,101,Single,I,14,79.3375,24,2016,0,3,0,0,0,0,0
686,E11SI,Electric,101,Single,I,77,254.1575,196,2016,0,3,0,0,0,0,0
687,E11SI,Electric,101,Single,I,60,539.8442857,0,2017,0,3,2,0,0,0,0
688,E11SI,Electric,101,Single,I,46,116.9575,29,2017,0,3,0,0,0,0,0
689,E11SI,Electric,101,Single,I,34,139.0775,70,2017,0,3,0,0,0,0,0
690,E12SH,Electric,102,Single,H,338,487.2798983,47,2015,0,3,0,0,0,0,0
691,E12SH,Electric,102,Single,H,268,524.127946,454,2015,0,3,0,0,0,0,0
692,E12SH,Electric,102,Single,H,229,394.9136262,312,2015,0,3,0,0,0,0,0
693,E12SH,Electric,102,Single,H,487,745.4774983,110,2015,0,3,0,0,0,0,0
694,E12SH,Electric,102,Single,H,219,545.4725277,272,2015,0,3,0,0,0,0,0
695,E12SH,Electric,102,Single,H,309,460.6634244,366,2015,0,3,0,0,0,0,0
696,E12SH,Electric,102,Single,H,184,418.4988648,223,2015,0,3,0,0,0,0,0
697,E12SH,Electric,102,Single,H,193,538.5281991,72,2015,0,3,0,0,0,0,0
698,E12SH,Electric,102,Single,H,191,441.6725177,49,2016,0,3,0,0,0,0,0
699,E12SH,Electric,102,Single,H,187,670.6756318,171,2018,0,3,0,0,0,0,0
700,E12SH,Electric,102,Single,H,213,615.4965535,108,2016,0,3,0,0,0,0,0
701,E12SH,Electric,102,Single,H,171,604.9306078,1,2017,0,3,0,0,0,0,0
702,E12SH,Electric,102,Single,H,134,266.781103,192,2016,0,3,0,0,0,0,0
703,E12SH,Electric,102,Single,H,145,340.86542,146,2016,0,3,0,0,0,0,0
704,E12SH,Electric,102,Single,H,164,470.9680326,91,2016,0,3,0,0,0,0,0
705,E12SH,Electric,102,Single,H,108,52.47621128,25,2016,0,3,0,0,0,0,0
706,E12SH,Electric,102,Single,H,61,535.4411731,75,2016,0,3,0,0,0,0,0
707,E12SI,Electric,102,Single,I,144,542.9266247,43,2017,0,3,0,0,0,0,0
708,E12SI,Electric,102,Single,I,169,630.2069111,4,2017,0,3,0,0,0,0,0
709,E12SI,Electric,102,Single,I,135,395.4070691,17,2017,0,3,0,0,0,0,0
710,E12SI,Electric,102,Single,I,45,325.7857013,64,2018,0,3,0,0,0,0,0
711,E12SI,Electric,102,Single,I,18,281.2182299,28,2018,0,3,0,0,0,0,0
712,E21SH,Electric,201,Single,H,240,105.4304335,25,2015,0,3,0,0,0,0,0
713,E21SH,Electric,201,Single,H,13,143.47,0,2015,0,3,0,0,0,0,0
714,E21SH,Electric,201,Single,H,440,46.86802666,495,2015,0,3,0,0,0,0,0
715,E61SE,Electric,61,Single,E,105,219.2062023,165,2016,0,3,1,0,0,0,0
716,E61SH,Electric,61,Single,H,401,131.735,575,2014,0,3,0,0,0,0,0
717,E61SH,Electric,61,Single,H,309,122.055,309,2014,0,3,0,0,0,0,0
718,E61SH,Electric,61,Single,H,137,151.6173786,137,2017,0,3,0,0,0,0,0
719,E61SH,Electric,61,Single,H,229,360.3747105,459,2016,0,3,0,0,0,0,0
720,E61SH,Electric,61,Single,H,221,38.68930786,461,2016,0,3,0,0,0,0,0
721,E61SH,Electric,61,Single,H,135,579.26,126,2015,0,3,0,0,0,0,0
722,E61SH,Electric,61,Single,H,176,650.3396598,31,2014,0,3,3,0,0,0,0
723,E61SH,Electric,61,Single,H,164,155.696,49,2016,0,3,0,0,0,0,0
724,E61SH,Electric,61,Single,H,267,662.327743,0,2014,0,3,1,0,0,0,0
725,E61SH,Electric,61,Single,H,71,143.92,63,2018,0,3,1,0,2,0,0
726,E61SH,Electric,61,Single,H,127,255.35,6,2017,0,3,1,0,0,0,0
727,E61SH,Electric,61,Single,H,268,382.1237942,27,2015,0,3,2,0,0,0,0
728,E61SH,Electric,61,Single,H,47,16.67802957,15,2015,0,3,0,0,0,0,0
729,E61SH,Electric,61,Single,H,142,183.426,39,2015,0,3,1,0,0,0,0
730,E61SH,Electric,61,Single,H,184,432.223786,24,2015,0,3,2,0,1,0,0
731,E61SH,Electric,61,Single,H,216,429.8856147,28,2015,0,3,2,0,0,0,0
732,E61SH,Electric,61,Single,H,180,727.4060003,87,2015,0,2,3,0,0,0,0
733,E61SH,Electric,61,Single,H,120,163.2773748,79,2015,0,3,1,0,0,0,0
734,E61SH,Electric,61,Single,H,181,103.4543375,337,2015,0,3,0,0,0,0,0
735,E61SH,Electric,61,Single,H,69,89.65073142,69,2015,0,3,0,0,0,0,0
736,E61SH,Electric,61,Single,H,276,932.8934926,102,2015,1,0,3,0,0,0,0
737,E61SH,Electric,61,Single,H,264,688.842625,345,2015,0,1,3,0,0,0,0
738,E61SH,Electric,61,Single,H,64,361.1170363,90,2017,0,3,0,0,0,0,0
739,E61SH,Electric,61,Single,H,12,65.69666667,7,2015,0,3,0,0,0,0,0
740,E61SH,Electric,61,Single,H,54,223.844,38,2017,0,3,0,0,0,0,0
741,E61SH,Electric,61,Single,H,143,43.84773637,18,2015,0,2,3,0,0,0,0
742,E61SH,Electric,61,Single,H,155,534.7055442,61,2015,1,3,2,0,0,0,0
743,E61SH,Electric,61,Single,H,130,53.32865129,344,2016,0,3,0,0,0,0,0
744,E61SH,Electric,61,Single,H,76,112.580625,76,2016,0,3,0,0,0,0,0
745,E61SH,Electric,61,Single,H,145,213.0416667,0,2015,0,3,1,0,1,0,0
746,E61SH,Electric,61,Single,H,245,222.8925,598,2015,0,3,0,0,0,0,0
747,E61SH,Electric,61,Single,H,425,40.89123782,671,2016,0,1,3,0,1,0,0
748,E61SH,Electric,61,Single,H,197,180.19,471,2016,0,3,0,0,0,0,0
749,E61SH,Electric,61,Single,H,119,135.0205442,253,2017,0,3,0,0,0,0,0
750,E61SH,Electric,61,Single,H,23,23.09726975,23,2016,0,3,1,0,0,0,0
751,E61SH,Electric,61,Single,H,235,480.7953846,119,2016,0,3,0,0,0,0,0
752,E61SH,Electric,61,Single,H,177,120.7745616,177,2016,0,3,0,0,0,0,0
753,E61SH,Electric,61,Single,H,32,96,30,2016,0,3,0,0,0,0,0
754,E61SH,Electric,61,Single,H,355,44.74628001,518,2016,0,3,0,0,1,0,0
755,E61SH,Electric,61,Single,H,207,215.915,112,2016,0,3,0,0,0,0,0
756,E61SI,Electric,61,Single,I,265,151.4584273,531,2016,0,3,0,0,0,0,0
757,E61SI,Electric,61,Single,I,80,109.4850228,168,2017,0,3,0,0,0,0,0
758,E61SI,Electric,61,Single,I,243,362.8361159,39,2017,0,3,0,0,0,0,0
759,E61SI,Electric,61,Single,I,135,149.7316451,12,2017,0,3,0,0,0,0,0
760,E61SI,Electric,61,Single,I,114,130.916228,322,2017,0,3,0,0,0,0,0
761,E61SI,Electric,61,Single,I,349,275.7748615,349,2017,0,3,0,0,0,0,0
762,E61SI,Electric,61,Single,I,27,441.5,52,2017,0,3,0,0,0,0,0
763,E61SI,Electric,61,Single,I,137,290.7185008,25,2017,0,3,0,0,0,0,0
764,E61SI,Electric,61,Single,I,99,157.2082708,111,2017,0,3,0,0,0,0,0
765,E61SI,Electric,61,Single,I,45,305.0090777,34,2017,0,3,1,0,0,0,0
766,E61SI,Electric,61,Single,I,107,133.4224141,238,2017,0,3,0,0,0,0,0
767,E61SI,Electric,61,Single,I,121,231.7514294,274,2017,0,3,0,0,0,0,0
768,E61SI,Electric,61,Single,I,75,262.0800407,7,2017,0,3,0,0,0,0,0
769,E61SI,Electric,61,Single,I,175,108.1730964,350,2017,0,3,0,0,0,0,0
770,E61SI,Electric,61,Single,I,107,86.8397511,211,2017,0,3,0,0,0,0,0
771,E62SH,Electric,62,Single,H,294,625.8272323,156,2015,0,3,2,0,0,0,0
772,E62SH,Electric,62,Single,H,234,542.866358,33,2015,0,3,0,0,0,0,0
773,E62SH,Electric,62,Single,H,277,600.941336,78,2015,0,3,0,0,0,0,0
774,E62SH,Electric,62,Single,H,249,308.2296823,161,2016,0,3,0,0,0,0,0
775,E62SH,Electric,62,Single,H,221,369.6811283,480,2016,0,3,0,0,0,0,0
776,E62SH,Electric,62,Single,H,649,340.244116,649,2016,0,3,0,0,0,0,0
777,E62SH,Electric,62,Single,H,164,634.5231414,91,2016,0,3,0,0,0,0,0
778,E62SH,Electric,62,Single,H,139,328.5279551,21,2017,0,3,0,0,0,0,0
779,E62SH,Electric,62,Single,H,156,337.9477409,120,2017,0,3,1,0,0,0,0
780,E62SI,Electric,62,Single,I,67,284.8164159,150,2017,0,3,0,0,0,0,0
781,E62SI,Electric,62,Single,I,95,362.671605,5,2017,0,3,0,0,0,0,0
782,E62SI,Electric,62,Single,I,147,448.8200993,8,2017,0,3,0,0,0,0,0
783,E62SI,Electric,62,Single,I,104,416.0890486,54,2017,0,3,0,0,0,0,0
784,G11MH,Gas,101,Mult,H,0,64.76386961,0,2016,0,3,1,0,0,0,0
785,G11SH,Gas,101,Single,H,99,510.9478355,124,2015,0,3,0,0,0,0,0
786,G11SH,Gas,101,Single,H,173,47.4396978,295,2015,0,3,0,0,1,0,0
787,G11SH,Gas,101,Single,H,562,173,562,2017,0,3,0,0,0,0,0
788,G11SH,Gas,101,Single,H,242,67.81448793,242,2016,0,3,0,0,0,0,0
789,G22SH,Gas,202,Single,H,227,133.9687968,305,2015,0,3,0,0,0,0,0
790,G61MH,Gas,61,Mult,H,942,58.39374694,942,2015,0,3,1,0,0,0,0
791,G61SE,Gas,61,Single,E,109,65.38418804,109,2017,0,3,0,0,0,0,0
792,G62MH,Gas,62,Mult,H,222,177.7004045,7,2016,0,3,1,0,0,0,0
793,E11SE,Electric,101,Single,E,16,159.82,17,2016,0,2,0,0,0,0,0
794,E11SG,Electric,101,Single,G,441,383.21,303,2015,0,2,1,0,0,0,0
795,E11SH,Electric,101,Single,H,14,269.9866667,7,2015,0,2,0,0,0,0,0
796,E11SH,Electric,101,Single,H,109,143.4,109,2013,0,2,0,0,0,0,0
797,E11SH,Electric,101,Single,H,496,222.7275,322,2017,1,2,2,0,0,0,0
798,E11SH,Electric,101,Single,H,516,441.96,69,2014,2,0,2,0,0,0,0
799,E11SH,Electric,101,Single,H,476,322.935,0,2014,1,2,2,0,0,0,0
800,E11SH,Electric,101,Single,H,357,247.738,0,2014,0,2,2,0,1,0,0
801,E11SH,Electric,101,Single,H,371,432.022,57,2014,1,1,2,0,0,0,0
802,E11SH,Electric,101,Single,H,480,271.3525,365,2014,0,1,2,0,0,0,0
803,E11SH,Electric,101,Single,H,508,363.6275,84,2014,1,0,2,0,0,0,0
804,E11SH,Electric,101,Single,H,479,272.4075,304,2014,1,1,2,0,0,0,0
805,E11SH,Electric,101,Single,H,360,258.322,87,2014,0,2,2,0,0,0,0
806,E11SH,Electric,101,Single,H,27,45.185,27,2014,0,2,0,0,0,0,0
807,E11SH,Electric,101,Single,H,372,272.152,53,2014,0,2,2,0,0,0,0
808,E11SH,Electric,101,Single,H,358,488.254,0,2014,2,2,2,0,0,0,0
809,E11SH,Electric,101,Single,H,90,65.89,6,2016,0,2,0,0,0,0,0
810,E11SH,Electric,101,Single,H,475,336.095,181,2014,0,1,2,0,0,0,0
811,E11SH,Electric,101,Single,H,177,184.3,41,2015,0,2,0,0,0,0,0
812,E11SH,Electric,101,Single,H,81,122.9866667,44,2015,0,2,0,0,0,0,0
813,E11SH,Electric,101,Single,H,281,113.195,335,2017,0,1,2,0,0,0,0
814,E11SH,Electric,101,Single,H,162,252.0366667,27,2015,0,2,0,0,0,0,0
815,E11SH,Electric,101,Single,H,217,194.5233333,197,2014,0,2,0,0,0,0,0
816,E11SH,Electric,101,Single,H,393,552.1417263,119,2014,0,2,1,0,0,0,0
817,E11SH,Electric,101,Single,H,288,507.624,41,2014,1,2,2,0,0,0,0
818,E11SH,Electric,101,Single,H,268,627.2452943,368,2014,0,2,2,0,0,0,0
819,E11SH,Electric,101,Single,H,356,668.3115185,972,2014,0,2,1,0,0,0,0
820,E11SH,Electric,101,Single,H,358,578.7750471,776,2014,0,2,1,0,0,0,0
821,E11SH,Electric,101,Single,H,358,649.1007499,736,2014,0,2,1,0,0,0,0
822,E11SH,Electric,101,Single,H,271,479.112,0,2014,0,2,2,0,1,0,0
823,E11SH,Electric,101,Single,H,221,453.575,0,2014,0,2,2,0,1,0,0
824,E11SH,Electric,101,Single,H,88,107.67,124,2015,0,2,0,0,0,0,0
825,E11SH,Electric,101,Single,H,263,337.5,517,2017,0,2,0,0,0,0,0
826,E11SH,Electric,101,Single,H,382,759.79,558,2017,0,2,0,0,0,0,0
827,E11SH,Electric,101,Single,H,126,392.528,168,2017,0,2,2,0,0,0,0
828,E11SH,Electric,101,Single,H,181,175.7575,100,2015,0,2,1,0,0,0,0
829,E11SH,Electric,101,Single,H,83,194.3333333,13,2017,0,2,0,0,0,0,0
830,E11SH,Electric,101,Single,H,49,517.775,18,2015,0,2,0,0,0,0,0
831,E11SH,Electric,101,Single,H,180,475.7571429,0,2015,1,2,2,0,1,0,0
832,E11SH,Electric,101,Single,H,361,340.430141,9,2015,0,1,2,0,1,0,0
833,E11SH,Electric,101,Single,H,370,723.4196917,29,2015,0,0,2,0,1,0,0
834,E11SH,Electric,101,Single,H,542,518.7066667,372,2015,1,1,2,0,1,0,0
835,E11SH,Electric,101,Single,H,180,333.8614286,0,2015,2,2,2,0,1,0,0
836,E11SH,Electric,101,Single,H,541,725.2224411,367,2015,0,1,2,0,0,0,0
837,E11SH,Electric,101,Single,H,254,61.23607168,1,2016,0,2,1,0,1,0,0
838,E11SH,Electric,101,Single,H,273,361.518,0,2015,0,0,2,0,2,0,0
839,E11SH,Electric,101,Single,H,219,360.1633333,0,2015,0,2,2,0,1,0,0
840,E11SH,Electric,101,Single,H,270,769.76,175,2017,0,0,2,0,0,0,0
841,E11SH,Electric,101,Single,H,227,504.262,24,2015,2,1,2,0,1,0,0
842,E11SH,Electric,101,Single,H,271,427.362,0,2015,1,1,2,0,1,0,0
843,E11SH,Electric,101,Single,H,95,170.916,0,2017,0,1,2,0,1,0,0
844,E11SH,Electric,101,Single,H,153,159.3833333,7,2016,0,2,0,0,0,0,0
845,E11SH,Electric,101,Single,H,211,491.65,110,2015,1,2,2,0,0,0,0
846,E11SH,Electric,101,Single,H,246,588.91,147,2015,0,2,2,0,0,0,0
847,E11SH,Electric,101,Single,H,353,270.6633333,8,2015,0,2,0,0,0,0,0
848,E11SH,Electric,101,Single,H,185,1108.216794,36,2015,1,1,2,0,0,0,0
849,E11SH,Electric,101,Single,H,367,1029.661278,20,2015,1,0,2,0,0,0,0
850,E11SH,Electric,101,Single,H,240,667.445,7,2015,1,0,2,0,0,0,0
851,E11SH,Electric,101,Single,H,242,595.9475,123,2015,0,2,2,0,0,0,0
852,E11SH,Electric,101,Single,H,439,59.5993116,642,2016,0,2,0,0,1,0,0
853,E11SH,Electric,101,Single,H,238,986.0714131,0,2015,0,1,2,0,0,0,0
854,E11SH,Electric,101,Single,H,18,204.778,0,2017,0,2,1,0,0,0,0
855,E11SH,Electric,101,Single,H,131,465.4685714,65,2017,0,2,2,0,0,0,0
856,E11SH,Electric,101,Single,H,178,1087.479297,144,2015,2,1,2,0,0,0,0
857,E11SH,Electric,101,Single,H,170,735.7492198,111,2015,2,1,2,0,0,0,0
858,E11SH,Electric,101,Single,H,240,408.0825,76,2015,0,2,1,0,0,0,0
859,E11SH,Electric,101,Single,H,239,15.77479566,239,2015,0,2,0,0,0,0,0
860,E11SH,Electric,101,Single,H,254,409.735,41,2015,0,2,1,0,1,0,0
861,E11SH,Electric,101,Single,H,326,429.9025,268,2015,0,2,1,0,0,0,0
862,E11SH,Electric,101,Single,H,239,848.5906262,309,2015,0,1,2,0,0,0,0
863,E11SH,Electric,101,Single,H,192,483.012,50,2015,0,1,2,0,1,0,0
864,E11SH,Electric,101,Single,H,253,1608.920335,38,2015,0,2,1,0,0,0,0
865,E11SH,Electric,101,Single,H,194,352.485,91,2015,1,2,1,0,1,0,0
866,E11SH,Electric,101,Single,H,268,604.3425,92,2015,0,1,2,0,1,0,0
867,E11SH,Electric,101,Single,H,264,549.68,98,2015,0,0,2,0,1,0,0
868,E11SH,Electric,101,Single,H,152,428.9614286,4,2015,1,2,2,0,1,0,0
869,E11SH,Electric,101,Single,H,243,585.3675,0,2015,0,0,2,0,1,0,0
870,E11SH,Electric,101,Single,H,247,405.0525,0,2015,0,1,2,0,1,0,0
871,E11SH,Electric,101,Single,H,245,591.8525,0,2015,0,0,2,0,1,0,0
872,E11SH,Electric,101,Single,H,235,608.468,232,2015,0,2,2,0,1,0,0
873,E11SH,Electric,101,Single,H,161,168.362,9,2016,0,2,1,0,0,0,0
874,E11SH,Electric,101,Single,H,197,568.8481384,58,2015,0,1,2,0,1,0,0
875,E11SH,Electric,101,Single,H,183,489.8629564,19,2016,1,0,2,0,1,0,0
876,E11SH,Electric,101,Single,H,55,109.35,76,2016,0,2,0,0,0,0,0
877,E11SH,Electric,101,Single,H,17,354.6333333,6,2017,0,1,2,0,0,0,0
878,E11SH,Electric,101,Single,H,166,127.42,6,2017,0,2,2,0,0,0,0
879,E11SH,Electric,101,Single,H,119,153,6,2017,0,2,2,0,0,0,0
880,E11SH,Electric,101,Single,H,178,144.3333333,6,2017,0,1,2,0,0,0,0
881,E11SH,Electric,101,Single,H,248,268.438557,30,2016,0,0,2,0,2,0,0
882,E11SH,Electric,101,Single,H,374,919.2561289,374,2016,0,0,2,0,0,0,0
883,E11SH,Electric,101,Single,H,46,132.26,6,2017,0,2,2,0,0,0,0
884,E11SH,Electric,101,Single,H,376,46.44934882,469,2016,0,0,2,0,1,0,0
885,E11SH,Electric,101,Single,H,165,331.95,151,2017,1,2,1,0,0,0,0
886,E11SH,Electric,101,Single,H,75,157,6,2017,1,0,2,0,0,0,0
887,E11SH,Electric,101,Single,H,6,131.5,6,2017,0,0,2,0,0,0,0
888,E11SH,Electric,101,Single,H,653,38.50761602,653,2016,0,1,2,0,0,0,0
889,E11SH,Electric,101,Single,H,694,328.78,694,2016,0,2,0,0,0,0,0
890,E11SH,Electric,101,Single,H,162,204.7346198,162,2016,0,2,1,0,0,0,0
891,E11SH,Electric,101,Single,H,222,44.31719866,0,2016,0,2,1,0,1,0,0
892,E11SH,Electric,101,Single,H,240,735.0047628,27,2016,0,0,2,0,1,0,0
893,E11SH,Electric,101,Single,H,242,257.84,431,2017,0,2,0,0,0,0,0
894,E11SH,Electric,101,Single,H,178,371.546,0,2016,0,1,2,0,1,0,0
895,E11SH,Electric,101,Single,H,53,34.37451907,16,2016,0,2,1,0,0,0,0
896,E11SI,Electric,101,Single,I,285,150.78,227,2018,0,2,0,0,0,0,0
897,E11SI,Electric,101,Single,I,336,1223.663426,336,2016,0,0,2,0,0,0,0
898,E11SI,Electric,101,Single,I,320,850.95,320,2016,1,2,1,0,0,0,0
899,E11SI,Electric,101,Single,I,99,307.71,63,2016,0,2,0,0,0,0,0
900,E11SI,Electric,101,Single,I,142,323.0283862,233,2017,0,2,0,0,0,0,0
901,E11SI,Electric,101,Single,I,121,413.5775,0,2016,0,2,1,0,1,0,0
902,E11SI,Electric,101,Single,I,140,365.264,198,2016,0,2,1,0,1,0,0
903,E11SI,Electric,101,Single,I,106,543.9290788,101,2017,0,2,1,0,0,0,0
904,E11SI,Electric,101,Single,I,22,44.36975845,24,2018,0,2,1,0,1,0,0
905,E11SI,Electric,101,Single,I,153,174.0681288,41,2017,0,2,1,0,0,0,0
906,E11SI,Electric,101,Single,I,77,200.4333333,155,2017,0,2,0,0,0,0,0
907,E12SH,Electric,102,Single,H,416,611.9436302,69,2015,0,2,0,0,0,0,0
908,E12SH,Electric,102,Single,H,407,921.896717,92,2015,0,2,0,0,0,0,0
909,E12SH,Electric,102,Single,H,416,413.4782653,575,2015,0,2,0,0,0,0,0
910,E12SH,Electric,102,Single,H,327,509.5007005,630,2015,0,2,0,0,0,0,0
911,E12SH,Electric,102,Single,H,433,469.7419411,383,2015,0,2,0,0,0,0,0
912,E12SH,Electric,102,Single,H,268,337.857901,21,2016,0,2,1,0,0,0,0
913,E12SH,Electric,102,Single,H,757,661.9759733,757,2016,0,2,0,0,0,0,0
914,E12SH,Electric,102,Single,H,91,366.1216945,81,2016,0,2,0,0,0,0,0
915,E12SH,Electric,102,Single,H,188,451.6544702,26,2016,0,2,0,0,0,0,0
916,E12SI,Electric,102,Single,I,189,674.1878136,157,2017,0,2,0,0,0,0,0
917,E12SI,Electric,102,Single,I,119,594.3320592,159,2017,0,2,0,0,0,0,0
918,E12SI,Electric,102,Single,I,130,353.9047099,83,2017,0,2,0,0,0,0,0
919,E12SI,Electric,102,Single,I,30,402.8009458,12,2018,0,2,0,0,0,0,0
920,E12SI,Electric,102,Single,I,56,535.870315,56,2018,0,2,0,0,0,0,0
921,E12SI,Electric,102,Single,I,83,657.68951,83,2018,0,2,0,0,0,0,0
922,E21SG,Electric,201,Single,G,125,175.9675,280,2014,0,2,0,0,0,0,0
923,E61MH,Electric,61,Mult,H,115,34.99882465,82,2016,0,2,0,0,0,0,0
924,E61MH,Electric,61,Mult,H,307,30.92801575,0,2015,0,2,0,0,1,0,0
925,E61MH,Electric,61,Mult,H,517,220.95,164,2017,0,2,0,0,0,0,0
926,E61MH,Electric,61,Mult,H,453,39.29925483,453,2016,0,2,0,0,0,0,0
927,E61SH,Electric,61,Single,H,116,87,116,2014,0,2,0,0,0,0,0
928,E61SH,Electric,61,Single,H,91,271.178,25,2018,0,2,1,0,0,0,0
929,E61SH,Electric,61,Single,H,266,298.636,322,2017,1,2,2,0,0,0,0
930,E61SH,Electric,61,Single,H,39,153.27,10,2014,0,2,0,0,0,0,0
931,E61SH,Electric,61,Single,H,323,97.19333333,197,2016,0,2,0,0,0,0,0
932,E61SH,Electric,61,Single,H,181,262.855,181,2018,0,0,2,0,0,0,0
