serial_number,sales_organisation,service_call_category,total_service_count,model,energy_type,machine_size,machine_type
17674,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17675,610 Organisation Polen,Installation / Commissioning,1,E21SH,Electric,201,Single
17676,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17677,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17678,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17679,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17680,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17681,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17682,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17683,150 Organisation Oesterreich,Breakdown,1,E21SH,Electric,201,Single
17684,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17685,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17686,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17687,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17688,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17689,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17690,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17691,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17692,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17693,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17694,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17695,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17696,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17697,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17698,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17699,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17700,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17701,300 Organisation AG,Breakdown,1,E21SH,Electric,201,Single
17702,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17703,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17704,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17705,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17706,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17707,610 Organisation Polen,Breakdown,1,E21SH,Electric,201,Single
17708,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17709,610 Organisation Polen,Installation / Commissioning,1,E21SH,Electric,201,Single
17710,610 Organisation Polen,Installation / Commissioning,1,E21SH,Electric,201,Single
17711,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17712,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17713,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17714,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17715,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17716,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17717,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17718,200 Organisation Deutschland,Accessories,1,E21SH,Electric,201,Single
17719,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17720,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17721,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17722,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17723,200 Organisation Deutschland,Installation / Commissioning,1,E21SH,Electric,201,Single
17724,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17725,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17726,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17727,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17728,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17729,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17730,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17731,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17732,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17733,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17734,200 Organisation Deutschland,Inspection / Maintenance,1,E21SH,Electric,201,Single
17735,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17736,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17737,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17738,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17739,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17740,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17741,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17742,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17743,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17744,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17745,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17746,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17747,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17748,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17749,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17750,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17751,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17752,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17753,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17754,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17755,610 Organisation Polen,Breakdown,1,E21SH,Electric,201,Single
17756,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17757,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17758,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17759,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17760,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17761,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17762,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17763,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17764,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17765,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17766,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17767,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17768,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17769,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17770,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17771,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17772,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17773,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17774,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17775,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17776,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17777,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17778,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17779,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17780,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17781,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17782,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17783,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17784,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17785,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17786,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17787,200 Organisation Deutschland,Installation / Commissioning,1,E21SH,Electric,201,Single
17788,610 Organisation Polen,Breakdown,1,E21SH,Electric,201,Single
17789,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17790,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17791,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17792,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17793,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17794,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17795,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17796,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17797,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17798,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17799,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17800,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17801,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17802,200 Organisation Deutschland,Installation / Commissioning,1,E21SH,Electric,201,Single
17803,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17804,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17805,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17806,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17807,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17808,700 Organisation Schweiz,Breakdown,1,E21SH,Electric,201,Single
17809,700 Organisation Schweiz,Breakdown,1,E21SH,Electric,201,Single
17810,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17811,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17812,200 Organisation Deutschland,Installation / Commissioning,1,E21SH,Electric,201,Single
17813,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17814,320 Organisation International,Breakdown,1,E21SH,Electric,201,Single
17815,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17816,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17817,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17818,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17819,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17820,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17821,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17822,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17823,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17824,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17825,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17826,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17827,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17828,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17829,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17830,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17831,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17832,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17833,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17834,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17835,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17836,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17837,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17838,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17839,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17840,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17841,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17842,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17843,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17844,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17845,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17846,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17847,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17848,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17849,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17850,610 Organisation Polen,Installation / Commissioning,1,E21SH,Electric,201,Single
17851,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17852,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17853,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17854,610 Organisation Polen,Breakdown,1,E21SH,Electric,201,Single
17855,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17856,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17857,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17858,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17859,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17860,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17861,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17862,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17863,610 Organisation Polen,Installation / Commissioning,1,E21SH,Electric,201,Single
17864,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17865,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17866,610 Organisation Polen,Breakdown,1,E21SH,Electric,201,Single
17867,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17868,200 Organisation Deutschland,Installation / Commissioning,1,E21SH,Electric,201,Single
17869,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17870,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17871,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17872,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17873,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17874,610 Organisation Polen,Breakdown,1,E21SH,Electric,201,Single
17875,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17876,710 Near Middle East,Inspection / Maintenance,1,E21SH,Electric,201,Single
17877,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17878,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17879,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17880,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17881,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17882,610 Organisation Polen,Inspection / Maintenance,1,E21SH,Electric,201,Single
17883,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17884,610 Organisation Polen,Installation / Commissioning,1,E21SH,Electric,201,Single
17885,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17886,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17887,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17888,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17889,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17890,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17891,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17892,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17893,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17894,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17895,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17896,200 Organisation Deutschland,Installation / Commissioning,1,E21SH,Electric,201,Single
17897,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17898,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17899,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17900,610 Organisation Polen,Inspection / Maintenance,1,E21SH,Electric,201,Single
17901,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17902,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17903,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17904,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17905,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17906,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17907,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17908,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17909,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17910,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
17911,200 Organisation Deutschland,Breakdown,1,E21SH,Electric,201,Single
